2,38,24,3.0,4.0,5.0,4.0,2.5,2.0,1.5,2.0,3.0,3.8,1.5,1.9,2.0,2.0,1.0,1.0,0.6,1.0,1.0,2.0,0.5,1.0,6.8,3.4,34.588235294117645,45.529411764705884,17.323529411764707,19.529411764705884,10.38235294117647,16.264705882352942,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,51.26470588235294,61.588235294117645,1.2352941176470589,2.235294117647059,7.117647058823529,8.029411764705882,0.23529411764705882,0.29411764705882354,0.0029411764705882353,0.003529411764705882,0.007352941176470588,0.01,-0.03529411764705882,0.08235294117647059,2
2,26,30,6.0,3.0,5.0,3.0,2.5,1.5,3.0,1.5,2.7,3.6,1.35,1.8,1.0,0.0,0.5,0.0,1.2,1.0,4.0,1.0,2.0,0.5,6.300000000000001,3.1500000000000004,29.029411764705884,51.3235294117647,12.676470588235293,22.441176470588236,8.341176470588234,24.58823529411765,0.5,0.5,2.0,1.0,0.0,0.0,0.0,1.0,53.0,59.5,1.3823529411764706,2.5,7.382352941176471,6.5,0.23529411764705882,0.35294117647058826,0.0029411764705882353,0.004411764705882353,0.009117647058823529,0.011470588235294118,-0.011764705882352941,0.31176470588235294,1
2,36,37,2.0,4.0,1.0,4.0,0.5,2.0,1.0,2.0,1.4,3.6999999999999997,0.7,1.8499999999999999,1.0,2.0,0.5,1.0,2.0,1.0,0.0,2.0,0.0,1.0,5.1,2.55,44.76470588235294,50.55882352941177,21.294117647058822,18.352941176470587,66.05882352941177,17.227941176470587,0.5,0.5,0.0,1.0,2.0,0.0,0.0,0.0,59.0,60.588235294117645,1.5588235294117647,1.8823529411764706,6.147058823529412,4.911764705882353,0.29411764705882354,0.14705882352941177,0.003235294117647059,0.0029411764705882353,0.008823529411764706,0.007941176470588236,0.14705882352941177,-0.16764705882352943,0
2,28,27,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.4,2.0,1.2,1.0,1.0,2.0,0.5,1.0,1.0,0.5,-3.0,-2.0,-1.5,-1.0,4.4,2.2,40.3235294117647,31.147058823529413,18.029411764705884,13.647058823529411,58.35294117647059,22.397058823529413,0.5,0.5,0.0,0.0,2.0,0.0,1.0,1.0,56.294117647058826,58.14705882352941,1.7941176470588236,1.3235294117647058,6.5,7.0588235294117645,0.17647058823529413,0.2647058823529412,0.003529411764705882,0.003529411764705882,0.009411764705882354,0.01,0.19117647058823528,0.10882352941176471,0
2,40,31,0.0,3.0,2.0,6.0,1.0,3.0,0.0,1.5,2.5,5.2,1.25,2.6,2.0,2.0,1.0,1.0,0.0,0.5,-5.0,2.0,-2.5,1.0,7.7,3.85,30.764705882352942,43.14705882352941,13.0,20.61764705882353,21.88235294117647,10.627450980392156,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,56.55882352941177,60.38235294117647,2.588235294117647,2.0,7.823529411764706,6.676470588235294,0.17647058823529413,0.23529411764705882,0.0026470588235294116,0.003235294117647059,0.007352941176470588,0.009411764705882354,-0.35294117647058826,0.08529411764705883,2
2,42,32,4.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,4.1,0.5,2.05,1.0,1.0,0.5,0.5,2.0,0.0,1.0,-2.0,0.5,-1.0,5.1,2.55,25.88235294117647,33.26470588235294,10.529411764705882,12.617647058823529,18.205882352941178,22.941176470588236,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,50.73529411764706,57.294117647058826,1.6176470588235294,1.5588235294117647,7.882352941176471,8.794117647058824,0.2647058823529412,0.23529411764705882,0.002058823529411765,0.0023529411764705885,0.006470588235294118,0.00823529411764706,-0.2735294117647059,-0.20294117647058824,1
2,39,35,0.0,3.0,1.0,4.0,0.5,2.0,0.0,1.5,1.8,3.0999999999999996,0.9,1.5499999999999998,1.0,2.0,0.5,1.0,0.0,0.75,-10.0,-1.0,-5.0,-0.5,4.8999999999999995,2.4499999999999997,27.735294117647058,31.323529411764707,13.294117647058824,12.176470588235293,41.029411764705884,10.875,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,51.411764705882355,51.11764705882353,1.3235294117647058,1.6176470588235294,8.323529411764707,7.9411764705882355,0.35294117647058826,0.29411764705882354,0.0023529411764705885,0.0023529411764705885,0.008823529411764706,0.007352941176470588,-0.06764705882352941,0.029411764705882353,2
2,34,41,6.0,3.0,7.0,9.0,3.5,4.5,3.0,1.5,5.2,5.3,2.6,2.65,2.0,1.0,1.0,0.5,0.8571428571428571,0.3333333333333333,4.0,5.0,2.0,2.5,10.5,5.25,44.61764705882353,61.294117647058826,17.08823529411765,24.38235294117647,8.815126050420167,9.519607843137257,0.5,0.5,2.0,1.0,0.0,0.0,0.0,1.0,55.76470588235294,60.294117647058826,2.2058823529411766,3.088235294117647,6.735294117647059,5.117647058823529,0.23529411764705882,0.29411764705882354,0.003235294117647059,0.004705882352941177,0.009117647058823529,0.012058823529411764,-0.03823529411764706,0.6147058823529411,1
2,33,25,4.0,2.0,4.0,1.0,2.0,0.5,2.0,1.0,3.2,1.4,1.6,0.7,2.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.5,0.0,4.6,2.3,34.411764705882355,41.088235294117645,13.617647058823529,17.5,12.007352941176471,58.588235294117645,0.5,0.5,1.0,0.0,2.0,2.0,0.0,0.0,50.529411764705884,61.411764705882355,1.6764705882352942,1.9705882352941178,5.529411764705882,7.970588235294118,0.23529411764705882,0.17647058823529413,0.003529411764705882,0.003529411764705882,0.009411764705882354,0.01,0.12058823529411763,0.23823529411764705,0
3,27,40,4.0,0.0,6.0,2.0,2.0,0.6666666666666666,1.3333333333333333,0.0,4.5,2.8,1.5,0.9333333333333332,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2.0,-9.0,0.6666666666666666,-3.0,7.3,2.433333333333333,31.147058823529413,30.764705882352942,13.647058823529411,13.0,7.465686274509804,21.88235294117647,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,58.14705882352941,56.55882352941177,1.3235294117647058,2.588235294117647,7.0588235294117645,7.823529411764706,0.2647058823529412,0.17647058823529413,0.003529411764705882,0.0026470588235294116,0.01,0.007352941176470588,0.10882352941176471,-0.35294117647058826,1
