
Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes,comma
22,Fri,2022-02-11,20:30,RB Leipzig,0.9,3–1,0.9,Köln,15,000,Red Bull Arena,Florian Badstübner,Match Report,
22,Sat,2022-02-12,15:30,Freiburg,1.7,1–1,2.3,Mainz 05,10,000,Europa-Park Stadion,Deniz Aytekin,Match Report,
22,Sat,2022-02-12,15:30,Greuther Fürth,2.4,2–1,2.1,Hertha BSC,9,000,Sportpark Ronhof Thomas Sommer,Daniel Schlager,Match Report,
22,Sat,2022-02-12,15:30,M'Gladbach,2.4,3–2,1.6,Augsburg,10,000,Stadion im Borussia-Park,Tobias Welz,Match Report,
22,Sat,2022-02-12,15:30,Eint Frankfurt,1.0,0–2,1.5,Wolfsburg,10,000,Deutsche Bank Park,Frank Willenborg,Match Report,
22,Sat,2022-02-12,15:30,Bochum,1.4,4–2,1.9,Bayern Munich,10,000,Vonovia Ruhrstadion,Robert Schröder,Match Report,
22,Sat,2022-02-12,18:30,Leverkusen,1.9,4–2,1.0,Stuttgart,10,000,BayArena,Felix Brych,Match Report,
22,Sun,2022-02-13,15:30,Union Berlin,1.2,0–3,2.2,Dortmund,10,000,Stadion An der Alten Försterei,Matthias Jöllenbeck,Match Report,
22,Sun,2022-02-13,17:30,Hoffenheim,2.8,2–0,0.9,Arminia,10,000,PreZero Arena,Robert Hartmann,Match Report,
23,Fri,2022-02-18,20:30,Mainz 05,0.9,3–2,1.0,Leverkusen,10,000,Mewa Arena,Benjamin Cortus,Match Report,
23,Sat,2022-02-19,15:30,Stuttgart,1.2,1–1,2.0,Bochum,20,059,Mercedes-Benz Arena,Harm Osmers,Match Report,
23,Sat,2022-02-19,15:30,Arminia,0.8,1–0,0.9,Union Berlin,10,000,SchücoArena,Daniel Schlager,Match Report,
23,Sat,2022-02-19,15:30,Wolfsburg,1.5,1–2,1.5,Hoffenheim,7,145,Volkswagen Arena,Felix Zwayer,Match Report,
23,Sat,2022-02-19,15:30,Augsburg,1.1,1–2,2.0,Freiburg,15,000,WWK Arena,Daniel Siebert,Match Report,
23,Sat,2022-02-19,18:30,Köln,1.1,1–0,0.6,Eint Frankfurt,10,000,RheinEnergieSTADION,Christian Dingert,Match Report,
23,Sun,2022-02-20,15:30,Bayern Munich,1.8,4–1,0.8,Greuther Fürth,25,000,Allianz Arena,Robert Hartmann,Match Report,
23,Sun,2022-02-20,17:30,Dortmund,3.8,6–0,0.9,M'Gladbach,10,000,Signal Iduna Park,Marco Fritz,Match Report,
23,Sun,2022-02-20,19:30,Hertha BSC,1.0,1–6,3.4,RB Leipzig,10,000,Olympiastadion Berlin,Patrick Ittrich,Match Report,
24,Fri,2022-02-25,20:30,Hoffenheim,2.6,2–1,1.7,Stuttgart,18,099,PreZero Arena,Matthias Jöllenbeck,Match Report,
24,Sat,2022-02-26,15:30,Freiburg,2.6,3–0,1.3,Hertha BSC,25,000,Europa-Park Stadion,Sven Jablonski,Match Report,
24,Sat,2022-02-26,15:30,Leverkusen,2.1,3–0,0.4,Arminia,10,000,BayArena,Martin Petersen,Match Report,
24,Sat,2022-02-26,15:30,Greuther Fürth,0.7,1–1,0.6,Köln,9,200,Sportpark Ronhof Thomas Sommer,Robert Schörgenhofer,Match Report,
24,Sat,2022-02-26,15:30,M'Gladbach,2.4,2–2,1.4,Wolfsburg,10,000,Stadion im Borussia-Park,Tobias Reichel,Match Report,
24,Sat,2022-02-26,15:30,Union Berlin,1.0,3–1,1.0,Mainz 05,10,000,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
24,Sat,2022-02-26,18:30,Eint Frankfurt,0.9,0–1,2.4,Bayern Munich,25,000,Deutsche Bank Park,Florian Badstübner,Match Report,
24,Sun,2022-02-27,15:30,Bochum,0.8,0–1,0.7,RB Leipzig,10,000,Vonovia Ruhrstadion,Felix Brych,Match Report,
24,Sun,2022-02-27,17:30,Augsburg,0.8,1–1,0.6,Dortmund,15,330,WWK Arena,Deniz Aytekin,Match Report,
25,Fri,2022-03-04,20:30,Arminia,0.2,0–1,0.5,Augsburg,19,460,SchücoArena,Felix Brych,Match Report,
25,Sat,2022-03-05,15:30,RB Leipzig,0.6,1–1,0.4,Freiburg,24,758,Red Bull Arena,Felix Zwayer,Match Report,
25,Sat,2022-03-05,15:30,Bayern Munich,1.6,1–1,2.1,Leverkusen,25,000,Allianz Arena,Daniel Siebert,Match Report,
25,Sat,2022-03-05,15:30,Wolfsburg,0.5,1–0,1.2,Union Berlin,15,703,Volkswagen Arena,Patrick Ittrich,Match Report,
25,Sat,2022-03-05,15:30,Hertha BSC,0.4,1–4,1.2,Eint Frankfurt,25,000,Olympiastadion Berlin,Harm Osmers,Match Report,
25,Sat,2022-03-05,15:30,Bochum,1.6,2–1,0.7,Greuther Fürth,19,800,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
25,Sat,2022-03-05,18:30,Stuttgart,2.4,3–2,0.9,M'Gladbach,25,000,Mercedes-Benz Arena,Christian Dingert,Match Report,
25,Sun,2022-03-06,17:30,Köln,1.6,0–1,2.5,Hoffenheim,37,500,RheinEnergieSTADION,Marco Fritz,Match Report,
26,Sat,2022-03-12,15:30,Union Berlin,1.5,1–1,1.0,Stuttgart,16,509,Stadion An der Alten Försterei,Robert Hartmann,Match Report,
26,Sat,2022-03-12,15:30,Hoffenheim,1.7,1–1,2.9,Bayern Munich,25,600,PreZero Arena,Robert Schröder,Match Report,
26,Sat,2022-03-12,15:30,Freiburg,1.3,3–2,1.3,Wolfsburg,25,000,Europa-Park Stadion,Martin Petersen,Match Report,
26,Sat,2022-03-12,18:30,M'Gladbach,1.8,2–0,0.6,Hertha BSC,30,675,Stadion im Borussia-Park,Florian Badstübner,Match Report,
26,Sun,2022-03-13,15:30,Leverkusen,2.4,0–1,0.5,Köln,22,658,BayArena,Sascha Stegemann,Match Report,
26,Sun,2022-03-13,17:30,Dortmund,2.0,1–0,0.7,Arminia,33,000,Signal Iduna Park,Bastian Dankert,Match Report,
26,Sun,2022-03-13,17:30,Eint Frankfurt,1.8,2–1,1.1,Bochum,24,000,Deutsche Bank Park,Marco Fritz,Match Report,
26,Sun,2022-03-13,19:30,Greuther Fürth,0.3,1–6,1.7,RB Leipzig,9,418,Sportpark Ronhof Thomas Sommer,Sven Jablonski,Match Report,
25,Wed,2022-03-16,18:30,Mainz 05,0.9,0–1,0.8,Dortmund,25,000,Mewa Arena,Sascha Stegemann,Match Report,
27,Fri,2022-03-18,20:30,Bochum,0.5,0–2,1.3,M'Gladbach,,Vonovia Ruhrstadion,Benjamin Cortus,Match Report,Match awarded to M'Gladbach
27,Sat,2022-03-19,15:30,Stuttgart,2.2,3–2,1.0,Augsburg,55,785,Mercedes-Benz Arena,Patrick Ittrich,Match Report,
27,Sat,2022-03-19,15:30,Hertha BSC,1.3,3–0,0.8,Hoffenheim,25,000,Olympiastadion Berlin,Daniel Schlager,Match Report,
27,Sat,2022-03-19,15:30,Mainz 05,4.3,4–0,0.2,Arminia,25,000,Mewa Arena,Felix Zwayer,Match Report,
27,Sat,2022-03-19,15:30,Greuther Fürth,1.0,0–0,1.2,Freiburg,9,884,Sportpark Ronhof Thomas Sommer,Tobias Reichel,Match Report,
27,Sat,2022-03-19,18:30,Bayern Munich,2.7,4–0,1.0,Union Berlin,37,000,Allianz Arena,Harm Osmers,Match Report,
27,Sun,2022-03-20,15:30,RB Leipzig,1.2,0–0,0.2,Eint Frankfurt,43,058,Red Bull Arena,Christian Dingert,Match Report,
27,Sun,2022-03-20,17:30,Wolfsburg,1.1,0–2,1.0,Leverkusen,16,554,Volkswagen Arena,Felix Brych,Match Report,
27,Sun,2022-03-20,19:30,Köln,1.1,1–1,1.2,Dortmund,50,000,RheinEnergieSTADION,Daniel Siebert,Match Report,
28,Fri,2022-04-01,20:30,Union Berlin,1.3,1–0,0.3,Köln,22,012,Stadion An der Alten Försterei,Florian Badstübner,Match Report,
28,Sat,2022-04-02,15:30,Arminia,1.0,1–1,2.2,Stuttgart,26,011,SchücoArena,Patrick Ittrich,Match Report,
28,Sat,2022-04-02,15:30,Hoffenheim,2.0,1–2,2.1,Bochum,15,014,PreZero Arena,Daniel Siebert,Match Report,
28,Sat,2022-04-02,15:30,Leverkusen,1.5,2–1,0.8,Hertha BSC,23,557,BayArena,Matthias Jöllenbeck,Match Report,
28,Sat,2022-04-02,15:30,Eint Frankfurt,1.2,0–0,0.6,Greuther Fürth,50,500,Deutsche Bank Park,Bastian Dankert,Match Report,
28,Sat,2022-04-02,15:30,Freiburg,0.6,1–4,2.1,Bayern Munich,34,700,Europa-Park Stadion,Christian Dingert,Match Report,
28,Sat,2022-04-02,18:30,Dortmund,0.7,1–4,1.1,RB Leipzig,81,365,Signal Iduna Park,Marco Fritz,Match Report,
28,Sun,2022-04-03,15:30,Augsburg,1.6,3–0,1.1,Wolfsburg,23,143,WWK Arena,Sascha Stegemann,Match Report,
28,Sun,2022-04-03,17:30,M'Gladbach,1.5,1–1,1.8,Mainz 05,44,156,Stadion im Borussia-Park,Daniel Schlager,Match Report,
26,Wed,2022-04-06,18:30,Augsburg,1.8,2–1,1.8,Mainz 05,18,122,WWK Arena,Matthias Jöllenbeck,Match Report,
29,Fri,2022-04-08,20:30,Stuttgart,1.7,0–2,1.9,Dortmund,58,248,Mercedes-Benz Arena,Harm Osmers,Match Report,
29,Sat,2022-04-09,15:30,Bayern Munich,1.5,1–0,0.2,Augsburg,75,000,Allianz Arena,Patrick Ittrich,Match Report,
29,Sat,2022-04-09,15:30,Greuther Fürth,0.5,0–2,2.7,M'Gladbach,13,900,Sportpark Ronhof Thomas Sommer,Tobias Stieler,Match Report,
29,Sat,2022-04-09,15:30,Köln,1.8,3–2,0.9,Mainz 05,49,800,RheinEnergieSTADION,Martin Petersen,Match Report,
29,Sat,2022-04-09,15:30,Wolfsburg,2.0,4–0,0.4,Arminia,22,512,Volkswagen Arena,Benjamin Brand,Match Report,
29,Sat,2022-04-09,18:30,Hertha BSC,0.7,1–4,1.8,Union Berlin,74,667,Olympiastadion Berlin,Sven Jablonski,Match Report,
29,Sun,2022-04-10,15:30,Bochum,0.7,0–0,1.4,Leverkusen,25,000,Vonovia Ruhrstadion,Felix Zwayer,Match Report,
29,Sun,2022-04-10,17:30,Eint Frankfurt,0.9,1–2,1.0,Freiburg,47,000,Deutsche Bank Park,Felix Brych,Match Report,
29,Sun,2022-04-10,19:30,RB Leipzig,1.5,3–0,0.2,Hoffenheim,35,112,Red Bull Arena,Bastian Dankert,Match Report,
30,Sat,2022-04-16,15:30,Dortmund,3.0,6–1,1.5,Wolfsburg,79,200,Signal Iduna Park,Robert Schröder,Match Report,
30,Sat,2022-04-16,15:30,Mainz 05,0.6,0–0,0.7,Stuttgart,30,128,Mewa Arena,Florian Badstübner,Match Report,
30,Sat,2022-04-16,15:30,Freiburg,2.2,3–0,0.4,Bochum,34,000,Europa-Park Stadion,Sascha Stegemann,Match Report,
30,Sat,2022-04-16,15:30,Augsburg,1.0,0–1,1.1,Hertha BSC,28,533,WWK Arena,Marco Fritz,Match Report,
30,Sat,2022-04-16,18:30,M'Gladbach,1.2,1–3,2.0,Köln,54,042,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
30,Sun,2022-04-17,15:30,Arminia,0.4,0–3,2.7,Bayern Munich,26,419,SchücoArena,Matthias Jöllenbeck,Match Report,
30,Sun,2022-04-17,17:30,Union Berlin,1.1,2–0,0.5,Eint Frankfurt,22,000,Stadion An der Alten Försterei,Frank Willenborg,Match Report,
30,Sun,2022-04-17,17:30,Hoffenheim,1.0,0–0,0.3,Greuther Fürth,16,110,PreZero Arena,Felix Zwayer,Match Report,
30,Sun,2022-04-17,19:30,Leverkusen,0.8,0–1,0.5,RB Leipzig,26,119,BayArena,Daniel Siebert,Match Report,
31,Fri,2022-04-22,20:30,Wolfsburg,3.7,5–0,0.7,Mainz 05,19,055,Volkswagen Arena,Harm Osmers,Match Report,
31,Sat,2022-04-23,15:30,Eint Frankfurt,1.3,2–2,0.7,Hoffenheim,50,500,Deutsche Bank Park,Sven Jablonski,Match Report,
31,Sat,2022-04-23,15:30,Köln,2.0,3–1,0.9,Arminia,50,000,RheinEnergieSTADION,Tobias Stieler,Match Report,
31,Sat,2022-04-23,15:30,Freiburg,2.3,3–3,1.6,M'Gladbach,34,700,Europa-Park Stadion,Benjamin Brand,Match Report,
31,Sat,2022-04-23,15:30,RB Leipzig,0.6,1–2,1.4,Union Berlin,45,770,Red Bull Arena,Daniel Schlager,Match Report,
31,Sat,2022-04-23,15:30,Greuther Fürth,0.9,1–4,2.5,Leverkusen,11,579,Sportpark Ronhof Thomas Sommer,Tobias Reichel,Match Report,
31,Sat,2022-04-23,18:30,Bayern Munich,1.7,3–1,1.3,Dortmund,75,000,Allianz Arena,Daniel Siebert,Match Report,
31,Sun,2022-04-24,15:30,Bochum,1.1,0–2,1.9,Augsburg,23,500,Vonovia Ruhrstadion,Bastian Dankert,Match Report,
31,Sun,2022-04-24,17:30,Hertha BSC,1.4,2–0,0.6,Stuttgart,54,589,Olympiastadion Berlin,Felix Brych,Match Report,
32,Fri,2022-04-29,20:30,Union Berlin,1.4,1–1,0.3,Greuther Fürth,22,012,Stadion An der Alten Försterei,Patrick Ittrich,Match Report,
32,Sat,2022-04-30,15:30,Dortmund,4.0,3–4,1.6,Bochum,81,365,Signal Iduna Park,Robert Hartmann,Match Report,
32,Sat,2022-04-30,15:30,Stuttgart,0.8,1–1,1.4,Wolfsburg,55,000,Mercedes-Benz Arena,Sven Jablonski,Match Report,
32,Sat,2022-04-30,15:30,Arminia,0.5,1–1,1.5,Hertha BSC,26,021,SchücoArena,Deniz Aytekin,Match Report,
32,Sat,2022-04-30,15:30,Augsburg,1.7,1–4,2.5,Köln,29,511,WWK Arena,Robert Schröder,Match Report,
32,Sat,2022-04-30,15:30,Mainz 05,3.3,3–1,1.4,Bayern Munich,33,305,Mewa Arena,Sascha Stegemann,Match Report,
32,Sat,2022-04-30,18:30,Hoffenheim,2.0,3–4,2.4,Freiburg,23,627,PreZero Arena,Marco Fritz,Match Report,
32,Mon,2022-05-02,20:30,M'Gladbach,1.5,3–1,1.1,RB Leipzig,35,324,Stadion im Borussia-Park,Martin Petersen,Match Report,
32,Mon,2022-05-02,20:30,Leverkusen,1.8,2–0,0.3,Eint Frankfurt,26,492,BayArena,Benjamin Cortus,Match Report,
33,Fri,2022-05-06,20:30,Bochum,2.1,2–1,0.8,Arminia,25,000,Vonovia Ruhrstadion,Robert Schröder,Match Report,
33,Sat,2022-05-07,15:30,Hoffenheim,2.5,2–4,4.0,Leverkusen,20,033,PreZero Arena,Frank Willenborg,Match Report,
33,Sat,2022-05-07,15:30,Köln,1.2,0–1,1.1,Wolfsburg,50,000,RheinEnergieSTADION,Tobias Stieler,Match Report,
33,Sat,2022-05-07,15:30,Greuther Fürth,1.3,1–3,1.5,Dortmund,16,600,Sportpark Ronhof Thomas Sommer,Christian Dingert,Match Report,
33,Sat,2022-05-07,15:30,Freiburg,1.8,1–4,2.0,Union Berlin,34,700,Europa-Park Stadion,Felix Brych,Match Report,
33,Sat,2022-05-07,18:30,Hertha BSC,1.1,1–2,0.7,Mainz 05,71,548,Olympiastadion Berlin,Patrick Ittrich,Match Report,
33,Sun,2022-05-08,15:30,Eint Frankfurt,0.8,1–1,1.4,M'Gladbach,51,500,Deutsche Bank Park,Felix Zwayer,Match Report,
33,Sun,2022-05-08,17:30,Bayern Munich,2.6,2–2,1.5,Stuttgart,75,000,Allianz Arena,Deniz Aytekin,Match Report,
33,Sun,2022-05-08,19:30,RB Leipzig,3.2,4–0,0.3,Augsburg,37,029,Red Bull Arena,Bastian Dankert,Match Report,
34,Sat,2022-05-14,15:30,Wolfsburg,1.5,2–2,2.1,Bayern Munich,30,000,Volkswagen Arena,Robert Hartmann,Match Report,
34,Sat,2022-05-14,15:30,Stuttgart,3.9,2–1,1.2,Köln,52,230,Mercedes-Benz Arena,Robert Schröder,Match Report,
34,Sat,2022-05-14,15:30,Leverkusen,2.2,2–1,1.1,Freiburg,30,210,BayArena,Sven Jablonski,Match Report,
34,Sat,2022-05-14,15:30,Dortmund,1.3,2–1,1.0,Hertha BSC,80,500,Signal Iduna Park,Tobias Stieler,Match Report,
34,Sat,2022-05-14,15:30,Mainz 05,1.3,2–2,1.6,Eint Frankfurt,33,000,Mewa Arena,Martin Petersen,Match Report,
34,Sat,2022-05-14,15:30,M'Gladbach,3.2,5–1,1.6,Hoffenheim,50,395,Stadion im Borussia-Park,Harm Osmers,Match Report,
34,Sat,2022-05-14,15:30,Union Berlin,2.6,3–2,0.2,Bochum,22,012,Stadion An der Alten Försterei,Marco Fritz,Match Report,
34,Sat,2022-05-14,15:30,Augsburg,1.1,2–1,0.5,Greuther Fürth,27,907,WWK Arena,Tobias Reichel,Match Report,
34,Sat,2022-05-14,15:30,Arminia,1.6,1–1,3.0,RB Leipzig,22,719,SchücoArena,Daniel Siebert,Match Report
