Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes,comma
25,Sun,2023-03-12,14:30,Heerenveen,1.1,2–4,1.8,Ajax,25,500,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
25,Sun,2023-03-12,16:45,PSV Eindhoven,3.2,5–2,1.5,Cambuur,30,167,Philips Stadion,Jannick van der Laan,Match Report,
25,Sun,2023-03-12,20:00,Feyenoord,1.9,2–1,1.1,Volendam,47,500,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
26,Fri,2023-03-17,20:00,Volendam,0.6,2–1,0.6,Fortuna Sittard,6,578,Kras Stadion,Erwin Blank,Match Report,
26,Sat,2023-03-18,16:30,Utrecht,1.2,1–2,1.6,Go Ahead Eag,20,006,Stadion Galgenwaard,Alex Bos,Match Report,
26,Sat,2023-03-18,18:45,Emmen,0.6,0–2,1.1,Sparta R'dam,8,274,De Oude Meerdijk,Sander van der Eijk,Match Report,
26,Sat,2023-03-18,21:00,RKC Waalwijk,1.9,1–3,2.5,NEC Nijmegen,6,418,Mandemakers Stadion,Dennis Higler,Match Report,
26,Sun,2023-03-19,12:15,Groningen,0.5,0–2,1.9,Heerenveen,21,247,Hitachi Capital Mobility Stadion,Serdar Gözübüyük,Match Report,
26,Sun,2023-03-19,14:30,Excelsior,1.6,4–1,2.0,Cambuur,4,100,Van Donge & De Roo Stadion,Jeroen Manschot,Match Report,
26,Sun,2023-03-19,14:30,Ajax,1.0,2–3,1.6,Feyenoord,54,917,Johan Cruyff ArenA,Danny Makkelie,Match Report,
26,Sun,2023-03-19,16:45,Vitesse,0.4,1–1,1.6,PSV Eindhoven,17,416,GelreDome,Pol van Boekel,Match Report,
26,Sun,2023-03-19,20:00,Twente,1.4,2–1,1.3,AZ Alkmaar,29,500,De Grolsch Veste,Allard Lindhout,Match Report,
27,Sat,2023-04-01,16:30,AZ Alkmaar,2.9,1–1,1.3,Heerenveen,18,393,AFAS Stadion,Jochem Kamphuis,Match Report,
27,Sat,2023-04-01,18:45,Excelsior,0.6,0–0,2.4,Twente,4,400,Van Donge & De Roo Stadion,Martin Perez,Match Report,
27,Sat,2023-04-01,20:00,NEC Nijmegen,0.5,2–4,3.9,PSV Eindhoven,12,500,Goffertstadion,Edwin van de Graaf,Match Report,
27,Sat,2023-04-01,20:00,Cambuur,1.1,1–2,1.1,Emmen,6,900,Cambuurstadion,Danny Makkelie,Match Report,
27,Sat,2023-04-01,21:00,RKC Waalwijk,1.1,1–0,1.1,Vitesse,6,147,Mandemakers Stadion,Serdar Gözübüyük,Match Report,
27,Sun,2023-04-02,12:15,Go Ahead Eag,0.4,0–0,0.7,Ajax,9,911,De Adelaarshorst,Sander van der Eijk,Match Report,
27,Sun,2023-04-02,14:30,Sparta R'dam,1.3,1–3,3.2,Feyenoord,10,606,Sparta-Stadion Het Kasteel,Dennis Higler,Match Report,
27,Sun,2023-04-02,14:30,Utrecht,2.1,0–0,0.4,Volendam,22,050,Stadion Galgenwaard,Richard Martens,Match Report,
27,Sun,2023-04-02,16:45,Fortuna Sittard,1.1,3–1,1.5,Groningen,10,759,Fortuna Sittard Stadion,Martin van den Kerkhof,Match Report,
28,Fri,2023-04-07,20:00,Groningen,0.4,1–2,1.6,Utrecht,21,659,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
28,Sat,2023-04-08,18:45,Vitesse,2.0,2–0,0.4,Go Ahead Eag,19,134,GelreDome,Dennis Higler,Match Report,
28,Sat,2023-04-08,20:00,PSV Eindhoven,3.9,4–0,0.3,Excelsior,36,003,Philips Stadion,Rob Dieperink,Match Report,
28,Sat,2023-04-08,20:00,AZ Alkmaar,1.9,0–1,0.8,Sparta R'dam,18,002,AFAS Stadion,Danny Makkelie,Match Report,
28,Sat,2023-04-08,21:00,Heerenveen,2.3,2–1,1.5,Volendam,22,100,Abe Lenstra Stadion,Martin van den Kerkhof,Match Report,
28,Sun,2023-04-09,12:15,Twente,4.3,4–0,0.4,Cambuur,29,000,De Grolsch Veste,Serdar Gözübüyük,Match Report,
28,Sun,2023-04-09,14:30,Emmen,1.2,0–0,2.2,NEC Nijmegen,8,237,De Oude Meerdijk,Joey Kooij,Match Report,
28,Sun,2023-04-09,16:45,Ajax,2.3,4–0,0.4,Fortuna Sittard,54,231,Johan Cruyff ArenA,Edwin van de Graaf,Match Report,
28,Sun,2023-04-09,20:00,Feyenoord,2.3,5–1,0.5,RKC Waalwijk,47,500,Stadion Feijenoord,Jochem Kamphuis,Match Report,
29,Fri,2023-04-14,20:00,Excelsior,1.6,2–1,1.7,Go Ahead Eag,4,400,Van Donge & De Roo Stadion,Erwin Blank,Match Report,
29,Sat,2023-04-15,18:45,RKC Waalwijk,2.3,2–1,0.8,Groningen,6,738,Mandemakers Stadion,Sander van der Eijk,Match Report,
29,Sat,2023-04-15,21:00,Sparta R'dam,0.8,4–0,1.1,Heerenveen,10,420,Sparta-Stadion Het Kasteel,Ingmar Oostrom,Match Report,
29,Sun,2023-04-16,12:15,NEC Nijmegen,1.2,1–4,2.0,Vitesse,12,500,Goffertstadion,Jochem Kamphuis,Match Report,
29,Sun,2023-04-16,14:30,Utrecht,0.4,1–0,1.1,Twente,18,324,Stadion Galgenwaard,Dennis Higler,Match Report,
29,Sun,2023-04-16,14:30,Volendam,1.6,2–3,1.8,PSV Eindhoven,6,678,Kras Stadion,Allard Lindhout,Match Report,
29,Sun,2023-04-16,16:45,Cambuur,0.5,0–3,2.1,Feyenoord,9,600,Cambuurstadion,Bas Nijhuis,Match Report,
29,Sun,2023-04-16,20:00,Fortuna Sittard,0.6,0–3,1.3,AZ Alkmaar,9,825,Fortuna Sittard Stadion,Serdar Gözübüyük,Match Report,
29,Sun,2023-04-16,20:00,Ajax,3.1,3–1,0.8,Emmen,53,801,Johan Cruyff ArenA,Marc Nagtegaal,Match Report,
25,Wed,2023-04-19,18:45,Go Ahead Eag,3.7,3–2,0.4,RKC Waalwijk,9,723,De Adelaarshorst,Martin van den Kerkhof,Match Report,
30,Fri,2023-04-21,20:00,Volendam,1.7,2–0,0.9,Cambuur,6,760,Kras Stadion,Alex Bos,Match Report,
30,Sat,2023-04-22,18:45,Heerenveen,2.4,2–3,2.2,Emmen,23,020,Abe Lenstra Stadion,Jannick van der Laan,Match Report,
30,Sat,2023-04-22,21:00,Vitesse,2.1,0–0,0.3,Excelsior,15,007,GelreDome,Sander van der Eijk,Match Report,
30,Sun,2023-04-23,12:15,Twente,1.4,3–3,2.0,Sparta R'dam,29,500,De Grolsch Veste,Joey Kooij,Match Report,
30,Sun,2023-04-23,14:30,PSV Eindhoven,2.8,3–0,0.6,Ajax,35,500,Philips Stadion,Serdar Gözübüyük,Match Report,
30,Sun,2023-04-23,14:30,Go Ahead Eag,1.7,2–0,1.3,Fortuna Sittard,9,827,De Adelaarshorst,Bas Nijhuis,Match Report,
30,Sun,2023-04-23,16:45,Feyenoord,2.4,3–1,0.8,Utrecht,47,500,Stadion Feijenoord,Edwin van de Graaf,Match Report,
30,Sun,2023-04-23,20:00,AZ Alkmaar,1.7,3–0,0.5,RKC Waalwijk,16,787,AFAS Stadion,Allard Lindhout,Match Report,
30,Tue,2023-04-25,15:00,Groningen,1.3,0–1,1.4,NEC Nijmegen,,Hitachi Capital Mobility Stadion,Richard Martens,Match Report,
31,Fri,2023-05-05,20:00,RKC Waalwijk,1.5,4–1,1.2,Volendam,6,924,Mandemakers Stadion,Bas Nijhuis,Match Report,
31,Sat,2023-05-06,18:45,Sparta R'dam,0.5,0–1,2.6,PSV Eindhoven,10,599,Sparta-Stadion Het Kasteel,Jeroen Manschot,Match Report,
31,Sat,2023-05-06,20:00,NEC Nijmegen,1.9,2–3,1.3,Heerenveen,12,500,Goffertstadion,Dennis Higler,Match Report,
31,Sat,2023-05-06,20:00,Cambuur,0.5,0–3,2.0,Utrecht,9,600,Cambuurstadion,Jochem Kamphuis,Match Report,
31,Sat,2023-05-06,21:00,Ajax,2.4,0–0,1.0,AZ Alkmaar,53,841,Johan Cruyff ArenA,Danny Makkelie,Match Report,
31,Sun,2023-05-07,12:15,Emmen,0.9,0–3,2.3,Twente,8,309,De Oude Meerdijk,Martin van den Kerkhof,Match Report,
31,Sun,2023-05-07,14:30,Excelsior,0.6,0–2,1.2,Feyenoord,4,400,Van Donge & De Roo Stadion,Serdar Gözübüyük,Match Report,
31,Sun,2023-05-07,14:30,Go Ahead Eag,1.7,1–1,1.4,Groningen,9,711,De Adelaarshorst,Robin Hensgens,Match Report,
31,Sun,2023-05-07,16:45,Fortuna Sittard,0.8,2–0,1.0,Vitesse,10,467,Fortuna Sittard Stadion,Allard Lindhout,Match Report,
32,Fri,2023-05-12,20:00,Twente,3.8,4–0,0.7,NEC Nijmegen,30,000,De Grolsch Veste,Danny Makkelie,Match Report,
32,Sat,2023-05-13,18:45,Volendam,2.2,2–1,1.2,Sparta R'dam,6,807,Kras Stadion,Jannick van der Laan,Match Report,
32,Sat,2023-05-13,20:00,Heerenveen,0.6,0–0,1.3,Excelsior,18,912,Abe Lenstra Stadion,Rob Dieperink,Match Report,
32,Sat,2023-05-13,21:00,Utrecht,2.2,2–0,0.7,RKC Waalwijk,18,926,Stadion Galgenwaard,Ingmar Oostrom,Match Report,
32,Sun,2023-05-14,12:15,Vitesse,1.2,2–0,1.0,Cambuur,16,082,GelreDome,Erwin Blank,Match Report,
32,Sun,2023-05-14,16:45,Feyenoord,1.8,3–0,1.2,Go Ahead Eag,,Stadion Feijenoord,Allard Lindhout,Match Report,
32,Sun,2023-05-14,20:00,PSV Eindhoven,2.4,2–1,0.4,Fortuna Sittard,33,400,Philips Stadion,Jochem Kamphuis,Match Report,
32,Sun,2023-05-14,20:00,AZ Alkmaar,2.9,5–1,0.7,Emmen,,AFAS Stadion,Edwin van de Graaf,Match Report,
32,Tue,2023-05-16,15:00,Groningen,1.1,2–3,2.8,Ajax,,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
33,Sun,2023-05-21,14:30,NEC Nijmegen,1.1,0–3,1.4,AZ Alkmaar,,Goffertstadion,Sander van der Eijk,Match Report,
33,Sun,2023-05-21,14:30,Ajax,3.6,3–1,0.3,Utrecht,,Johan Cruyff ArenA,Bas Nijhuis,Match Report,
33,Sun,2023-05-21,14:30,Go Ahead Eag,3.1,3–0,1.1,Volendam,,De Adelaarshorst,Danny Makkelie,Match Report,
33,Sun,2023-05-21,14:30,RKC Waalwijk,0.4,0–5,3.7,Twente,6,833,Mandemakers Stadion,Jeroen Manschot,Match Report,
33,Sun,2023-05-21,14:30,Vitesse,2.1,6–0,0.6,Groningen,16,182,GelreDome,Joey Kooij,Match Report,
33,Sun,2023-05-21,14:30,Excelsior,1.9,3–0,0.8,Fortuna Sittard,4,400,Van Donge & De Roo Stadion,Martin van den Kerkhof,Match Report,
33,Sun,2023-05-21,14:30,PSV Eindhoven,3.3,3–3,1.2,Heerenveen,33,900,Philips Stadion,Allard Lindhout,Match Report,
33,Sun,2023-05-21,14:30,Emmen,0.7,1–3,1.6,Feyenoord,8,309,De Oude Meerdijk,Pol van Boekel,Match Report,
33,Sun,2023-05-21,14:30,Sparta R'dam,1.2,4–1,2.0,Cambuur,9,731,Sparta-Stadion Het Kasteel,Richard Martens,Match Report,
34,Sun,2023-05-28,14:30,Utrecht,2.9,3–2,1.3,Emmen,22,065,Stadion Galgenwaard,Richard Martens,Match Report,
34,Sun,2023-05-28,14:30,Twente,1.6,3–1,2.1,Ajax,30,000,De Grolsch Veste,Allard Lindhout,Match Report,
34,Sun,2023-05-28,14:30,Feyenoord,1.7,0–1,1.6,Vitesse,47,500,Stadion Feijenoord,Bas Nijhuis,Match Report,
34,Sun,2023-05-28,14:30,Groningen,0.3,0–5,4.0,Sparta R'dam,,Hitachi Capital Mobility Stadion,Rob Dieperink,Match Report,
34,Sun,2023-05-28,14:30,Volendam,2.5,3–2,2.8,Excelsior,6,733,Kras Stadion,Jochem Kamphuis,Match Report,
34,Sun,2023-05-28,14:30,Cambuur,3.6,4–0,1.3,RKC Waalwijk,9,600,Cambuurstadion,Edwin van de Graaf,Match Report,
34,Sun,2023-05-28,14:30,AZ Alkmaar,1.4,1–2,1.3,PSV Eindhoven,,AFAS Stadion,Danny Makkelie,Match Report,
34,Sun,2023-05-28,14:30,Heerenveen,1.5,2–0,1.2,Go Ahead Eag,25,100,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
34,Sun,2023-05-28,14:30,Fortuna Sittard,1.5,1–1,3.0,NEC Nijmegen,10,388,Fortuna Sittard Stadion,Pol van Boekel,Match Report
