Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,2021-02-27,15:30,Dortmund,2.8,3–0,0.8,Arminia,Signal Iduna Park,Tobias Reichel,Match Report,
23,Sat,2021-02-27,15:30,Wolfsburg,0.7,2–0,1.1,Hertha BSC,Volkswagen Arena,Bastian Dankert,Match Report,
23,Sat,2021-02-27,18:30,RB Leipzig,1.6,3–2,1.4,M'Gladbach,Red Bull Arena,Manuel Gräfe,Match Report,
23,Sun,2021-02-28,13:30,Union Berlin,1.0,1–1,1.3,Hoffenheim,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
23,Sun,2021-02-28,15:30,Mainz 05,0.9,0–1,1.1,Augsburg,Opel Arena,Daniel Schlager,Match Report,
23,Sun,2021-02-28,18:00,Leverkusen,1.3,1–2,1.3,Freiburg,BayArena,Felix Zwayer,Match Report,
24,Fri,2021-03-05,20:30,Schalke 04,0.2,0–0,0.9,Mainz 05,Veltins-Arena,Felix Brych,Match Report,
24,Sat,2021-03-06,15:30,M'Gladbach,0.5,0–1,1.4,Leverkusen,Stadion im Borussia-Park,Daniel Siebert,Match Report,
24,Sat,2021-03-06,15:30,Eint Frankfurt,1.5,1–1,0.5,Stuttgart,Deutsche Bank Park,Robert Schröder,Match Report,
24,Sat,2021-03-06,15:30,Hertha BSC,2.5,2–1,0.7,Augsburg,Olympiastadion Berlin,Florian Badstübner,Match Report,
24,Sat,2021-03-06,15:30,Hoffenheim,1.1,2–1,2.4,Wolfsburg,PreZero Arena,Markus Schmidt,Match Report,
24,Sat,2021-03-06,15:30,Freiburg,0.2,0–3,1.5,RB Leipzig,Schwarzwald-Stadion,Guido Winkmann,Match Report,
24,Sat,2021-03-06,18:30,Bayern Munich,3.1,4–2,0.6,Dortmund,Allianz Arena,Marco Fritz,Match Report,
24,Sun,2021-03-07,15:30,Köln,1.5,1–1,1.1,Werder Bremen,RheinEnergieSTADION,Matthias Jöllenbeck,Match Report,
24,Sun,2021-03-07,18:00,Arminia,0.4,0–0,1.4,Union Berlin,SchücoArena,Harm Osmers,Match Report,
20,Wed,2021-03-10,18:30,Arminia,3.1,0–2,1.6,Werder Bremen,SchücoArena,Markus Schmidt,Match Report,
25,Fri,2021-03-12,20:30,Augsburg,1.4,3–1,3.1,M'Gladbach,WWK Arena,Sven Jablonski,Match Report,
25,Sat,2021-03-13,15:30,Union Berlin,2.5,2–1,1.3,Köln,Stadion An der Alten Försterei,Deniz Aytekin,Match Report,
25,Sat,2021-03-13,15:30,Werder Bremen,1.0,1–3,3.9,Bayern Munich,Weserstadion,Manuel Gräfe,Match Report,
25,Sat,2021-03-13,15:30,Wolfsburg,1.8,5–0,0.2,Schalke 04,Volkswagen Arena,Sören Storks,Match Report,
25,Sat,2021-03-13,15:30,Mainz 05,1.8,1–0,0.9,Freiburg,Opel Arena,Benjamin Cortus,Match Report,
25,Sat,2021-03-13,18:30,Dortmund,1.7,2–0,0.1,Hertha BSC,Signal Iduna Park,Martin Petersen,Match Report,
25,Sun,2021-03-14,13:30,Leverkusen,2.2,1–2,1.7,Arminia,BayArena,Sascha Stegemann,Match Report,
25,Sun,2021-03-14,15:30,RB Leipzig,1.5,1–1,1.1,Eint Frankfurt,Red Bull Arena,Felix Zwayer,Match Report,
25,Sun,2021-03-14,18:00,Stuttgart,0.9,2–0,1.2,Hoffenheim,Mercedes-Benz Arena,Christian Dingert,Match Report,
26,Fri,2021-03-19,20:30,Arminia,0.3,0–1,2.2,RB Leipzig,SchücoArena,Frank Willenborg,Match Report,
26,Sat,2021-03-20,15:30,Bayern Munich,2.4,4–0,1.1,Stuttgart,Allianz Arena,Daniel Schlager,Match Report,
26,Sat,2021-03-20,15:30,Werder Bremen,0.6,1–2,0.9,Wolfsburg,Weserstadion,Robert Schröder,Match Report,
26,Sat,2021-03-20,15:30,Köln,1.5,2–2,2.0,Dortmund,RheinEnergieSTADION,Daniel Siebert,Match Report,
26,Sat,2021-03-20,15:30,Eint Frankfurt,2.3,5–2,2.7,Union Berlin,Deutsche Bank Park,Markus Schmidt,Match Report,
26,Sat,2021-03-20,18:30,Schalke 04,0.2,0–3,2.4,M'Gladbach,Veltins-Arena,Tobias Stieler,Match Report,
26,Sun,2021-03-21,13:30,Hoffenheim,1.3,1–2,2.6,Mainz 05,PreZero Arena,Marco Fritz,Match Report,
26,Sun,2021-03-21,15:30,Hertha BSC,2.0,3–0,1.9,Leverkusen,Olympiastadion Berlin,Felix Brych,Match Report,
26,Sun,2021-03-21,18:00,Freiburg,1.8,2–0,1.0,Augsburg,Schwarzwald-Stadion,Bastian Dankert,Match Report,
27,Sat,2021-04-03,15:30,Wolfsburg,0.9,1–0,1.3,Köln,Volkswagen Arena,Robert Hartmann,Match Report,
27,Sat,2021-04-03,15:30,Mainz 05,2.1,1–1,0.5,Arminia,Opel Arena,Deniz Aytekin,Match Report,
27,Sat,2021-04-03,15:30,Dortmund,2.1,1–2,1.4,Eint Frankfurt,Signal Iduna Park,Manuel Gräfe,Match Report,
27,Sat,2021-04-03,15:30,Augsburg,0.6,2–1,0.9,Hoffenheim,WWK Arena,Guido Winkmann,Match Report,
27,Sat,2021-04-03,15:30,Leverkusen,1.0,2–1,1.0,Schalke 04,BayArena,Sven Jablonski,Match Report,
27,Sat,2021-04-03,18:30,RB Leipzig,0.6,0–1,0.6,Bayern Munich,Red Bull Arena,Daniel Siebert,Match Report,
27,Sat,2021-04-03,20:30,M'Gladbach,1.5,2–1,1.7,Freiburg,Stadion im Borussia-Park,Christian Dingert,Match Report,
27,Sun,2021-04-04,15:30,Stuttgart,0.7,1–0,0.4,Werder Bremen,Mercedes-Benz Arena,Felix Zwayer,Match Report,
27,Sun,2021-04-04,18:00,Union Berlin,0.9,1–1,0.9,Hertha BSC,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,
28,Fri,2021-04-09,20:30,Arminia,1.3,1–0,0.4,Freiburg,SchücoArena,Martin Petersen,Match Report,
28,Sat,2021-04-10,15:30,Eint Frankfurt,0.9,4–3,1.2,Wolfsburg,Deutsche Bank Park,Marco Fritz,Match Report,
28,Sat,2021-04-10,15:30,Bayern Munich,0.8,1–1,1.3,Union Berlin,Allianz Arena,Tobias Stieler,Match Report,
28,Sat,2021-04-10,15:30,Hertha BSC,1.8,2–2,1.3,M'Gladbach,Olympiastadion Berlin,Patrick Ittrich,Match Report,
28,Sat,2021-04-10,15:30,Werder Bremen,1.7,1–4,1.5,RB Leipzig,Weserstadion,Florian Badstübner,Match Report,
28,Sat,2021-04-10,18:30,Stuttgart,1.7,2–3,1.1,Dortmund,Mercedes-Benz Arena,Robert Schröder,Match Report,
28,Sun,2021-04-11,15:30,Schalke 04,0.9,1–0,1.3,Augsburg,Veltins-Arena,Harm Osmers,Match Report,
28,Sun,2021-04-11,18:00,Köln,2.4,2–3,1.6,Mainz 05,RheinEnergieSTADION,Felix Brych,Match Report,
28,Mon,2021-04-12,20:30,Hoffenheim,0.1,0–0,0.3,Leverkusen,PreZero Arena,Matthias Jöllenbeck,Match Report,
29,Fri,2021-04-16,20:30,RB Leipzig,1.4,0–0,0.3,Hoffenheim,Red Bull Arena,Manuel Gräfe,Match Report,
29,Sat,2021-04-17,15:30,Wolfsburg,1.4,2–3,1.9,Bayern Munich,Volkswagen Arena,Felix Zwayer,Match Report,
29,Sat,2021-04-17,15:30,Freiburg,2.0,4–0,0.7,Schalke 04,Schwarzwald-Stadion,Tobias Reichel,Match Report,
29,Sat,2021-04-17,15:30,M'Gladbach,2.3,4–0,0.7,Eint Frankfurt,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
29,Sat,2021-04-17,15:30,Union Berlin,1.4,2–1,1.0,Stuttgart,Stadion An der Alten Försterei,Benjamin Cortus,Match Report,
29,Sat,2021-04-17,15:30,Augsburg,0.7,0–0,0.7,Arminia,WWK Arena,Markus Schmidt,Match Report,
29,Sat,2021-04-17,18:30,Leverkusen,1.6,3–0,1.0,Köln,BayArena,Sören Storks,Match Report,
29,Sun,2021-04-18,15:30,Dortmund,3.0,4–1,1.0,Werder Bremen,Signal Iduna Park,Bastian Dankert,Match Report,
30,Tue,2021-04-20,18:30,Köln,0.5,2–1,2.4,RB Leipzig,RheinEnergieSTADION,Frank Willenborg,Match Report,
30,Tue,2021-04-20,20:30,Eint Frankfurt,1.3,2–0,1.6,Augsburg,Deutsche Bank Park,Robert Schröder,Match Report,
30,Tue,2021-04-20,20:30,Bayern Munich,1.7,2–0,0.6,Leverkusen,Allianz Arena,Guido Winkmann,Match Report,
30,Tue,2021-04-20,20:30,Arminia,2.2,1–0,0.3,Schalke 04,SchücoArena,Christian Dingert,Match Report,
30,Wed,2021-04-21,20:30,Hoffenheim,2.3,3–2,0.9,M'Gladbach,PreZero Arena,Daniel Siebert,Match Report,
30,Wed,2021-04-21,20:30,Stuttgart,1.9,1–3,1.5,Wolfsburg,Mercedes-Benz Arena,Felix Brych,Match Report,
30,Wed,2021-04-21,20:30,Werder Bremen,1.2,0–1,1.7,Mainz 05,Weserstadion,Marco Fritz,Match Report,
30,Wed,2021-04-21,20:30,Dortmund,4.8,2–0,0.3,Union Berlin,Signal Iduna Park,Daniel Schlager,Match Report,
31,Fri,2021-04-23,20:30,Augsburg,1.9,2–3,1.8,Köln,WWK Arena,Martin Petersen,Match Report,
31,Sat,2021-04-24,15:30,Mainz 05,0.9,2–1,1.5,Bayern Munich,Opel Arena,Harm Osmers,Match Report,
31,Sat,2021-04-24,15:30,Freiburg,1.6,1–1,1.4,Hoffenheim,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
31,Sat,2021-04-24,15:30,Union Berlin,1.6,3–1,0.4,Werder Bremen,Stadion An der Alten Försterei,Patrick Ittrich,Match Report,
31,Sat,2021-04-24,15:30,Wolfsburg,1.2,0–2,1.4,Dortmund,Volkswagen Arena,Tobias Stieler,Match Report,
31,Sat,2021-04-24,18:30,Leverkusen,2.0,3–1,2.2,Eint Frankfurt,BayArena,Felix Zwayer,Match Report,
31,Sun,2021-04-25,15:30,RB Leipzig,3.6,2–0,0.1,Stuttgart,Red Bull Arena,Deniz Aytekin,Match Report,
31,Sun,2021-04-25,18:00,M'Gladbach,3.5,5–0,0.7,Arminia,Stadion im Borussia-Park,Robert Hartmann,Match Report,
29,Mon,2021-05-03,18:00,Mainz 05,2.8,1–1,1.4,Hertha BSC,SchücoArena,Sascha Stegemann,Match Report,
30,Thu,2021-05-06,18:30,Hertha BSC,1.8,3–0,1.0,Freiburg,Olympiastadion Berlin,Benjamin Cortus,Match Report,
32,Fri,2021-05-07,20:30,Stuttgart,1.7,2–1,2.2,Augsburg,Mercedes-Benz Arena,Manuel Gräfe,Match Report,
32,Sat,2021-05-08,15:30,Hoffenheim,1.7,4–2,1.0,Schalke 04,PreZero Arena,Guido Winkmann,Match Report,
32,Sat,2021-05-08,15:30,Wolfsburg,1.7,3–0,0.7,Union Berlin,Volkswagen Arena,Sven Jablonski,Match Report,
32,Sat,2021-05-08,15:30,Dortmund,1.7,3–2,1.5,RB Leipzig,Signal Iduna Park,Daniel Siebert,Match Report,
32,Sat,2021-05-08,15:30,Werder Bremen,0.7,0–0,1.1,Leverkusen,Weserstadion,Markus Schmidt,Match Report,
32,Sat,2021-05-08,18:30,Bayern Munich,3.0,6–0,1.1,M'Gladbach,Allianz Arena,Tobias Stieler,Match Report,
32,Sun,2021-05-09,13:30,Köln,1.9,1–4,2.5,Freiburg,RheinEnergieSTADION,Marco Fritz,Match Report,
32,Sun,2021-05-09,15:30,Eint Frankfurt,0.8,1–1,0.7,Mainz 05,Deutsche Bank Park,Felix Brych,Match Report,
32,Sun,2021-05-09,18:00,Hertha BSC,0.6,0–0,0.6,Arminia,Olympiastadion Berlin,Bastian Dankert,Match Report,
31,Wed,2021-05-12,18:00,Schalke 04,0.9,1–2,1.5,Hertha BSC,Veltins-Arena,Markus Schmidt,Match Report,
33,Sat,2021-05-15,15:30,Arminia,1.9,1–1,1.6,Hoffenheim,SchücoArena,Daniel Schlager,Match Report,
33,Sat,2021-05-15,15:30,Schalke 04,2.8,4–3,3.1,Eint Frankfurt,Veltins-Arena,Sven Jablonski,Match Report,
33,Sat,2021-05-15,15:30,Freiburg,1.3,2–2,2.9,Bayern Munich,Schwarzwald-Stadion,Florian Badstübner,Match Report,
33,Sat,2021-05-15,15:30,Augsburg,1.5,2–0,0.9,Werder Bremen,WWK Arena,Robert Schröder,Match Report,
33,Sat,2021-05-15,15:30,M'Gladbach,0.5,1–2,0.6,Stuttgart,Stadion im Borussia-Park,Sascha Stegemann,Match Report,
33,Sat,2021-05-15,15:30,Leverkusen,1.5,1–1,1.3,Union Berlin,BayArena,Patrick Ittrich,Match Report,
33,Sat,2021-05-15,15:30,Hertha BSC,0.1,0–0,1.6,Köln,Olympiastadion Berlin,Deniz Aytekin,Match Report,
33,Sun,2021-05-16,18:00,Mainz 05,1.5,1–3,1.6,Dortmund,Opel Arena,Harm Osmers,Match Report,
33,Sun,2021-05-16,20:30,RB Leipzig,2.1,2–2,1.2,Wolfsburg,Red Bull Arena,Felix Zwayer,Match Report,
34,Sat,2021-05-22,15:30,Wolfsburg,1.2,2–3,1.9,Mainz 05,Volkswagen Arena,Bastian Dankert,Match Report,
34,Sat,2021-05-22,15:30,Stuttgart,1.0,0–2,1.7,Arminia,Mercedes-Benz Arena,Tobias Stieler,Match Report,
34,Sat,2021-05-22,15:30,Union Berlin,1.1,2–1,2.6,RB Leipzig,2000,Stadion An der Alten Försterei,Guido Winkmann,Match Report,
34,Sat,2021-05-22,15:30,Köln,2.0,1–0,0.4,Schalke 04,RheinEnergieSTADION,Daniel Siebert,Match Report,
34,Sat,2021-05-22,15:30,Werder Bremen,1.9,2–4,1.8,M'Gladbach,100,Weserstadion,Felix Brych,Match Report,
34,Sat,2021-05-22,15:30,Bayern Munich,4.4,5–2,2.0,Augsburg,250,Allianz Arena,Markus Schmidt,Match Report,
34,Sat,2021-05-22,15:30,Dortmund,1.1,3–1,1.8,Leverkusen,Signal Iduna Park,Manuel Gräfe,Match Report,
34,Sat,2021-05-22,15:30,Hoffenheim,2.4,2–1,1.6,Hertha BSC,100,PreZero Arena,Frank Willenborg,Match Report,
34,Sat,2021-05-22,15:30,Eint Frankfurt,2.0,3–1,0.5,Freiburg,Deutsche Bank Park,Christian Dingert,Match Report
