Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes,comma
37,Sat,2023-05-27,20:45,Inter,2.8,3–2,1.0,Atalanta,72,192,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
37,Sun,2023-05-28,12:30,Hellas Verona,1.0,1–1,1.2,Empoli,22,831,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Match Report,
37,Sun,2023-05-28,15:00,Bologna,1.9,2–2,1.4,Napoli,27,209,Stadio Renato Dall'Ara,Matteo Marcenaro,Match Report,
37,Sun,2023-05-28,15:00,Monza,1.1,0–1,1.2,Lecce,15,039,U-Power Stadium,Daniele Doveri,Match Report,
37,Sun,2023-05-28,18:00,Lazio,1.9,3–2,0.6,Cremonese,64,171,Stadio Olimpico,Antonio Giua,Match Report,
37,Sun,2023-05-28,20:45,Juventus,0.9,0–1,0.5,Milan,40,231,Allianz Stadium,Maurizio Mariani,Match Report,
38,Fri,2023-06-02,20:30,Sassuolo,1.1,1–3,1.6,Fiorentina,12,456,Mapei Stadium - Città del Tricolore,Matteo Marchetti,Match Report,
38,Sat,2023-06-03,18:30,Torino,1.1,0–1,1.0,Inter,24,528,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
38,Sat,2023-06-03,21:00,Cremonese,1.4,2–0,0.7,Salernitana,10,308,Stadio Giovanni Zini,Daniele Perenzoni,Match Report,
38,Sat,2023-06-03,21:00,Empoli,0.2,0–2,1.6,Lazio,11,545,Stadio Carlo Castellani,Luca Massimi,Match Report,
38,Sun,2023-06-04,18:30,Napoli,2.0,2–0,0.6,Sampdoria,55,000,Stadio Diego Armando Maradona,Ermanno Feliciani,Match Report,
38,Sun,2023-06-04,21:00,Atalanta,4.0,5–2,1.2,Monza,19,389,Gewiss Stadium,Marco Di Bello,Match Report,
38,Sun,2023-06-04,21:00,Milan,2.4,3–1,0.8,Hellas Verona,72,102,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
38,Sun,2023-06-04,21:00,Udinese,0.8,0–1,1.3,Juventus,23,266,Dacia Arena,Marco Guida,Match Report,
38,Sun,2023-06-04,21:00,Lecce,1.4,2–3,1.1,Bologna,25,816,Stadio Comunale Via Del Mare,Marco Piccinini,Match Report,
38,Sun,2023-06-04,21:00,Roma,2.2,2–1,1.0,Spezia,62,242,Stadio Olimpico,Fabio Maresca,Match Report,
